PRODUCT_CODE,DEVICE_NAME
QAZ,Cancer Predisposition Risk Assessment System
QDI,Fish Based Detection Of Chromosomal Abnormalities From Patients With Hematologic Malignancies
QNC,Whole Exome Sequencing Constituent Device
HZI,"Acid, Osmic"
IAL,Iodine (Tincture)
IAM,"Solution, Lugol'S"
IAT,"Syrup, Gum, Apathy'S"
IAW,Collodion
IAY,Colchicine
IBA,Streptolysin O
IBC,Diastase
IBD,Hyaluronidase
IBE,Neuramininase (Sialidase)
IBF,Papain
IBG,Trypsin
IBJ,"Light, Microscope"
IBK,"Microscope, Fluorescence/U.V."
IBL,"Microscope, Inverted Stage, Tissue Culture"
IBM,"Microscope, Phase Contrast"
IDL,"Microtome, Accessories"
IDM,"Microtome, Ultra"
IDN,"Microtome, Freezing Attachment"
IDO,"Microtome, Rotary"
IDP,"Microtome, Cryostat"
IDQ,Infiltrator
IDR,"Ovens, Paraffin"
IDS,"Melting Pot, Paraffin"
IDT,"Apparatus, Melting Point, Paraffin"
IDW,"Dispensers, Paraffin"
IDX,"Sieves, Tissue"
IDY,"Bath, Flotation, Tissue"
IDZ,"Cassettes, Tissue"
IEG,"Table, Slide Warming"
IEH,"Lamps, Slide Warming"
IEO,"Processor, Tissue, Automated"
IER,Polyethylene Glycol (Carbowax)
IEX,Gelatin
IEZ,Celloidin
IFB,Cytocentrifuge
IFF,"Solution, Decalcifier, Electrolytic"
IFH,"Solution, Zenker'S"
IFI,"Sprays, Synthetic, Smear"
IFJ,"Fixative, Richardson Glycol"
IFL,Polyethylene Glycol Preservative
IFN,"Solution, Orth'S"
IFP,"Formalin, Neutral Buffered"
IFQ,"Formulations, Mercuric Chloride For Tissue"
IFT,Glutaraldehyde
IFY,Gelatin-Formalin
IFZ,Gelatin For Specimen Adhesion
IGB,"Solution, Formalin-Sodium Acetate"
IGC,Formalin-Saline
IGD,"Solution, Formol Calcium"
IGE,"Solution, Formalin Ammonium Bromide"
IGF,"Solution, Formalin-Alcohol-Acetic Acid"
IGG,"Formaldehyde (Formalin, Formol)"
IGM,"Solution, Carnoy'S"
IGN,"Fluid, Bouin'S"
IHJ,"Blender, Sputum"
JCB,Detergent
JCC,Ph Buffer
JCE,"Solution, Isotonic"
KDT,"Container, Specimen Mailer And Storage, Sterile"
KDW,"Container, Specimen Mailer And Storage, Temperature Controlled, Sterile"
KDX,"Solution, Decalcifier, Acid Containing"
KDY,"Agent, Chelating For Decalcification"
KDZ,"Device, Decalcifier, Electrolytic"
KEE,Osmium Tetroxide
KEG,"Lamps, Microscope"
KEH,"Micrometers, Microscope"
KEI,"Condensers, Microscope"
KEJ,"Stages, Microscope"
KEL,"Adhesive, Albumin-Based"
KEM,"Agent, Clearing"
KEO,"Formulations, Paraffin, All"
KEP,"Media, Mounting, Oil Soluble"
KEQ,"Media, Mounting, Water Soluble"
KER,"Container, Embedding"
KES,"Coverslips, Microscope Slide"
KET,"Filters, Cell Collection, Tissue Processing"
KEW,"Slides, Microscope"
KEY,"Stainer, Tissue, Automated"
KFL,"Microtome, Sliding"
KIM,Device For Sealing Microsections
KIN,"Slide Stainer, Contact Type"
KIO,"Slide Stainer, Immersion Type"
KJG,"Tube, Tissue Culture"
KPA,"Slide Stainer, Automated"
LDW,"Fixative, Acid Containing"
LDX,"Fixative, Metallic Containing"
LDY,"Fixative, Formalin-Containing"
LDZ,"Fixative, Alcohol Containing"
LEA,"Preservative, Cytological"
LEB,Mounting Media
LEC,"Grinder, Tissue"
LIJ,Peroxidase Anti-Peroxidase Immunohistochemical Stain
MJI,"Specimen/Tissue, Identification Orientation"
NNK,"Container, Specimen Mailer And Storage, Non-Sterile"
NNL,"Container, Specimen Mailer And Storage, Temperature Controlled, Non-Sterile"
PPM,General Purpose Reagent
PRB,Cervical Intraepithelial Neoplasia (Cin) Test System
PSY,Whole Slide Imaging System
PZM,Next Generation Sequencing Based Tumor Profiling Test
PZZ,Digital Pathology Display
QDC,Dna-Based Test For Minimal Residual Disease For Hematologic Malignancies
QKQ,Digital Pathology Image Viewing And Management Software
QPN,Software Algorithm Device To Assist Users In Digital Pathology
QVU,High Throughput Dna Sequencing For Hereditary Cancer Predisposition Assessment Test System.
QYV,Digital Cervical Cytology Slide Imaging System With Artificial Intelligence Algorithm
SBY,High Throughput Sequencing Based Tumor Profiling Test Of Circulating Cell-Free Nucleic Acids
MAO,"Dna-Probe, Human Chromosome"
MKQ,"Processor, Cervical Cytology Slide, Automated"
MNM,"Reader, Cervical Cytology Slide, Automated"
MTI,"Kit, Cell Screening, Fetal"
MVC,"System, Test, Her-2/Neu, Ihc"
MVD,"System, Test, Her-2/Neu, Nucleic Acid Or Serum"
NSD,"Test, Fluorescence In Situ Hybridization (Fish), For Bladder Cancer Detection And Monitoring For Recurrence"
NXG,"Fluorescence In Situ Hybridization, Topoisomerase Ii Alpha, Gene Amplification And Deletion"
OQS,Laboratory Developed Test
OTU,Research Use Only/Pathology
OWD,Somatic Gene Mutation Detection System
OWE,"Fluorescence In Situ Hybridization, Anaplastic Lymphoma Kinase, Gene Rearrangement"
PAN,Braf Mutation Kit
PDD,Investigational Use Only - Pathology
PFU,Tissue Processing Kit
PHP,"System, Colorectal Neoplasia, Dna Methylation And Hemoglobin Detection"
PJG,Cancer-Related Germline Gene Mutation Detection System
PKW,"Immunohistochemistry Assay, Antibody, Anaplastic Lymphoma Kinase"
PLS,"Immunohistochemistry Assay, Antibody, Programmed Death-Ligand 1"
PQP,"Next Generation Sequencing Oncology Panel, Somatic Or Germline Variant Detection System"
QFI,Synthetic Next-Generation Sequencing Quality Control And Filler Material
QFK,Tumor Gene Profiling Test
QQT,"Immunohistochemistry Assay, Antibody, Ki-67"
SBB,"System, Colorectal Neoplasia, Rna Markers And Hemoglobin Detection"
GZC,"Stimulator, Neuromuscular, Implanted"
QNX,External Compression Device For Internal Jugular Vein Compression
QOL,Electroencephalography (Eeg)-Driven Upper Extremity Powered Exerciser
QPL,"Electromagnetic Stimulator, Pain Relief"
QRA,Virtual Reality Behavioral Therapy Device For Pain Relief
QWI,Computerized Behavioral Therapy Device For The Treatment Of Fibromyalgia Symptoms
HSS,"Halter, Head, Traction"
BXB,"Exerciser, Powered"
EGJ,"Device, Iontophoresis, Other Uses"
HPH,"Diathermy, Microwave, For Use Other Than Applying Therapeutic Deep Heat"
IKD,"Cable, Electrode"
IKE,"Transducer, Miniature Pressure"
IKK,"System, Isokinetic Testing And Evaluation"
IKO,"Hammer, Reflex, Powered"
IKP,Chronaximeter
IKW,"Utensil, Homemaking"
IKX,"Aid, Transfer"
IKZ,"Bed, Patient Rotation, Powered"
ILC,"Utensil, Eating"
ILD,"Adaptor, Dressing"
ILE,"Sling, Arm, Overhead Supported"
ILG,"Stocking, Elastic"
ILH,"Splint, Hand, And Components"
ILI,"Sling, Arm"
ILJ,"Bath, Hydro-Massage"
ILK,"Transport, Patient, Powered"
ILM,"Bath, Sitz, Powered"
ILO,"Pack, Hot Or Cold, Water Circulating"
ILP,"System, Communication, Non-Powered"
ILQ,"System, Communication, Powered"
ILS,"Adaptor, Hygiene"
ILT,"Adaptor, Recreational"
ILW,"Adaptor, Grooming"
ILX,"Diathermy, Shortwave, For Use Other Than Applying Therapeutic Deep Heat"
ILY,"Lamp, Infrared, Therapeutic Heating"
ILZ,"Accessories, Traction"
IMA,"Pack, Heat, Moist"
IMB,"Cabinet, Moist Steam"
IMC,"Bath, Paraffin"
IMD,"Pack, Hot Or Cold, Disposable"
IME,"Pack, Hot Or Cold, Reusable"
IMF,"Unit, Chilling"
IMG,"Stimulator, Ultrasound And Muscle, For Use In Applying Therapeutic Deep Heat"
IMI,Ultrasonic Diathermy For Use In Applying Therapeutic Deep Heat
IMJ,"Diathermy, Shortwave, For Use In Applying Therapeutic Deep Heat"
IMK,"Wheelchair, Stair Climbing"
IML,"Armrest, Wheelchair"
IMM,"Footrest, Wheelchair"
IMN,"Climber, Curb, Wheelchair"
IMO,"Handrim, Wheelchair"
IMP,"Cushion, Wheelchair"
IMQ,"Attachment, Narrowing, Wheelchair"
IMR,"Device, Anti-Tip, Wheelchair"
IMS,"Support, Head And Trunk, Wheelchair"
IMW,"Brake, Extension, Wheelchair"
IMX,"Board, Lap, Wheelchair"
IMY,"Armboard, Wheelchair"
IMZ,"Holder, Crutch And Cane, Wheelchair"
INA,"Hill Holder, Wheelchair"
INB,"Attachment, Commode, Wheelchair"
INC,"Cuff, Pusher, Wheelchair"
INE,"Sling, Overhead Suspension, Wheelchair"
INF,"Scale, Platform, Wheelchair"
ING,"Elevator, Wheelchair, Portable"
INI,"Vehicle, Motorized 3-Wheeled"
INK,"Stretcher, Wheeled, Powered"
INM,"Chair, With Casters"
INN,"Chair, Adjustable, Mechanical"
INO,"Chair, Positioning, Electric"
INP,"Tips And Pads, Cane, Crutch And Walker"
INQ,"Table, Powered"
INT,Plinth
INW,"Table, Mechanical"
INX,"Bed, Air Fluidized"
INY,"Bed, Patient Rotation, Manual"
IOA,"Diathermy, Microwave, For Use In Applying Therapeutic Deep Heat"
IOB,"Lamp, Infrared, Non Heating"
IOD,"Components, Exercise"
IOE,"Bars, Parallel, Exercise"
IOG,"Treadmill, Mechanical"
IOL,"Treadmill, Powered"
ION,"Exerciser, Non-Measuring"
IOQ,"Bed, Flotation Therapy, Powered"
IOR,"Wheelchair, Mechanical"
IOY,"Support, Arm"
IOZ,"Splint, Abduction, Congenital Hip Dislocation"
IPF,"Stimulator, Muscle, Powered"
IPG,"Shoe, Cast"
IPL,"Wheelchair, Standup"
IPM,"Cover, Limb"
IPO,"Orthosis, Pneumatic Structure, Rigid"
IPR,Crutch
IPS,Cane
IPT,"Orthosis, Thoracic"
IPW,"Orthosis, Sacroiliac, Soft"
IPX,"Orthosis, Rib Fracture, Soft"
IPY,"Orthosis, Lumbo-Sacral"
IQA,"System, Environmental Control, Powered"
IQB,"Belt, Wheelchair"
IQC,"Wheelchair, Special Grade"
IQE,"Orthosis, Lumbar"
IQF,"Orthosis, Cervical-Thoracic, Rigid"
IQI,"Orthosis, Limb Brace"
IQJ,"Splint, Clavicle"
IQK,"Orthosis, Cervical"
IQM,"Splint, Temporary Training"
IQO,"Device, Prosthesis Alignment"
IQP,"Rotator, Transverse"
IQQ,"Joint, Shoulder, External Limb Component"
IQW,"Hook, External Limb Component, Powered"
IQX,"Hook, External Limb Component, Mechanical"
IQZ,"Hand, External Limb Component, Powered"
IRA,"Hand, External Limb Component, Mechanical"
IRD,"Joint, Elbow, External Limb Component, Mechanical"
IRE,"Joint, Elbow, External Limb Component, Powered"
IRN,"Device, Warning, Overload, External Limb, Powered"
IRO,"Vibrator, Therapeutic"
IRP,"Massager, Powered Inflatable Tube"
IRQ,"Unit, Heating, Powered"
IRR,"Bars, Parallel, Powered"
IRS,"Head Halter, Traction"
IRT,"Pad, Heating, Powered"
ISA,"Massager, Therapeutic, Electric"
ISB,"Stimulator, Muscle, Diagnostic"
ISD,"Exerciser, Measuring"
ISH,"Component, External, Limb, Ankle/Foot"
ISL,"Joint, Hip, External Limb Component"
ISM,"Pylon, Post Surgical"
ISN,Cable
ISP,"Valve, Prosthesis"
ISR,"Band Or Belt, Pelvic Support"
ISS,"Prosthesis, Thigh Socket, External Component"
ISW,"Assembly, Knee/Shank/Ankle/Foot, External"
ISY,"Joint, Knee, External Limb Component"
ISZ,"Unit, Wrist, External Limb Component, Mechanical"
ITC,"Stirrup, External Brace Component"
ITG,"Bandage, Cast"
ITH,"Equipment, Traction, Powered"
ITI,"Wheelchair, Powered"
ITJ,"Walker, Mechanical"
ITM,"Cage, Knee"
ITN,"Splint, Denis Brown"
ITO,"Twister, Brace Setting"
ITQ,"Joint, Knee, External Brace"
ITS,"Joint, Hip, External Brace"
ITW,"Joint, Ankle, External Brace"
JFA,"Exerciser, Finger, Powered"
JFB,"Table, Physical Therapy, Multi Function"
JFC,"System, Pressure Measurement, Intermittent"
KFT,"Assembly, Shoulder/Elbow/Forearm/Wrist/Hand, Mechanical"
KFW,"Assembly, Shoulder/Elbow/Forearm/Wrist/Hand, Powered"
KFX,"Assembly, Thigh/Knee/Shank/Ankle/Foot, External"
KGH,"Unit, Wrist, External Limb Component, Powered"
KHX,"Platform, Force-Measuring"
KHY,"Cane, Safety Walk"
KIC,"Cushion, Flotation"
KID,"Restraint, Wheelchair, Non-Protective"
KNL,"Board, Scooter, Prone"
KNM,"Device, Pressure Applying"
KNN,"Components, Wheelchair"
KNO,"Accessories, Wheelchair"
KNP,"Orthosis, Corrective Shoe"
KTB,"Device, Iontophoresis, Specific Uses"
KTC,"Bath, Sitz, Nonpowered"
KTD,"Orthosis, Abdominal"
LBE,"Stroller, Adaptive"
LBG,"Device, Fluidized Therapy, Dry Heat"
LFF,"Unit, Activation, Breath Control"
LSB,"Unit, Fluidotherapy"
LXF,"Diathermy, Ultrasonic, For Use Other Than Applying Therapeutic Deep Heat"
LXJ,Interactive Rehabilitation Exercise Devices
LYG,"Massager, Therapeutic, Manual"
MNE,"Orthosis, Moldable, Supportive, Skin Protective"
MOC,"Cushion, Flotation, Therapeutic"
MPO,Infant Heel Warmer (Chemical Heat Pack)
MRI,"Orthosis, Truncal/Orthosis, Limb"
NDA,"Helmet, Cranial, For Protective Use"
NGX,"Stimulator, Muscle, Powered, For Muscle Conditioning"
NHF,"Monitor, Orthotic/Prosthetic"
NHN,Powered Light Based Laser Non-Thermal Instrument With Non-Heating Effect For Adjunctive Use In Pain Therapy
NJB,"Orthosis, Truncal, For Dysmenorrhea"
NXE,"Walker, Mechanical, Poly Vinyl Chloride (Pvc)"
NYY,"Stimulator, Muscle, Powered, With Limited Output, For Rehabilitation"
NYZ,"Stimulator, Muscle, Powered, With Limited Output, For Muscle Conditioning"
OAL,"Exercise Equipment, Powered, Emg-Triggered"
OHI,"Orthosis, Foot Drop"
OMW,Adhesive Backed Thermal Skin Patches
OSD,"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature"
PAE,Upper Extremity Prosthesis With Multiple Simultaneous Degrees Of Freedom And Controlled Via Cutaneous Electromyography
PCD,Powered Stairway Chair Lift
PCE,Permanently Mounted Wheelchair Platform Lift
PFW,Stationary Ultrasonic Diathermy Device For Use In Applying Therapeutic Deep Heat
PHW,Cold Pack And Vibrating Massager
PKS,"Exerciser, Non-Measuring For Stroke Rehabilitation"
PMV,"Orthosis, Limb, For Back Pain"
PQY,Nonthermal Shortwave Therapy Device Indicated For Over The Counter Use For The Treatment Of Pain
QDT,Shoe With Adjustable Sole Units
QKC,"Interactive Rehabilitation Exercise Device, Prescription Use"
QKD,"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature, Prescription Use"
QTC,Adult Portable Bed Rails For Medical Purposes
LDK,"Device, Sensing, Optical Contour"
LWB,"Stimulator, Functional Neuromuscular, Scoliosis"
LXM,"Manipulator, Plunger-Like Joint"
LZW,"Monitor, Spine Curvature"
MBQ,Peripheral Electromagnetic Field (Pemf) To Aid Wound Healing
MLY,Vapocoolant Device
QPY,"Stimulator, Autonomic Nerve, Implanted For Stroke Rehabilitation"
EAG,Cephalometer
EAH,"Cone, Radiographic, Lead-Lined"
EAP,"Unit, X-Ray, Intraoral"
EHB,"Collimator, X-Ray"
EHD,"Unit, X-Ray, Extraoral With Timer"
MUH,"System, X-Ray, Extraoral Source, Digital"
FCD,Barium Enema Kit
IYM,"System, Telethermographic, Infrared"
KXZ,"System, Thermographic, Liquid Crystal, Powered (Adjunctive Use)"
KYA,"System, Thermographic, Liquid Crystal, Nonpowered (Adjunctive Use)"
LHM,"System, Thermographic, Liquid Crystal"
LHP,"System, Telethermographic (Sole Diagnostic Screen)"
LHQ,"System, Telethermographic (Adjunctive Use)"
LHR,"System, Thermographic, Liquid Crystal (Sole Diagnostic Screen)"
LXE,"Doppler, Fetal, Ultrasound"
MAA,"Monitor, Fetal Doppler Ultrasound"
EAJ,"Apron, Leaded"
EAK,"Screen, Leaded, Operator Radiation Protector"
EAM,"Screen, Intensifying, Radiographic"
EGT,"Controller, Temperature, Radiographic"
EGW,"Dryer, Film, Radiographic"
EGY,"Processor, Radiographic-Film, Automatic, Dental"
HBK,"Chair, Pneumoencephalographic"
ITX,"Transducer, Ultrasonic, Diagnostic"
ITY,"Assembly, Tube Housing, X-Ray, Diagnostic"
ITZ,"Assembly, Tube Housing, X-Ray, Therapeutic"
IWA,"Source, Wire, Iridium, Radioactive"
IWB,"System, Radiation Therapy, Radionuclide"
IWD,"Device, Beam Limiting, Teletherapy, Radionuclide"
IWE,"Monitor, Patient Position, Light-Beam"
IWF,"Needle, Isotope, Gold, Titanium, Platinum"
IWG,"Seed, Isotope, Gold, Titanium, Platinum"
IWH,"Source, Teletherapy, Radionuclide"
IWI,"Source, Isotope, Sealed, Gold, Titanium, Platinum"
IWJ,"System, Applicator, Radionuclide, Manual"
IWK,"Cyclotron, Medical"
IWL,"System, Radiation Therapy, Neutron, Medical"
IWM,"Synchrotron, Medical"
IWN,"Cassette, Measurement, Ardran-Crooks"
IWO,"Apron, Protective"
IWP,Radiographic Protective Glove
IWQ,"Curtain, Protective, Radiographic"
IWR,"Holder, Syringe, Lead"
IWS,"Shield, Eye, Radiological"
IWT,"Shield, Gonadal"
IWW,"Shield, Vial"
IWX,"Barrier, Control Panel, X-Ray, Movable"
IWY,"Holder, Head, Radiographic"
IWZ,"Film, Radiographic"
IXA,"Cassette, Radiographic Film"
IXC,"Illuminator, Radiographic-Film"
IXD,"Source, Calibration, Sealed, Nuclear"
IXF,"Test-Pattern, Radiographic"
IXG,"Phantom, Anthropomorphic, Radiographic"
IXH,"Camera, Focal Spot, Radiographic"
IXI,"Block, Beam-Shaping, Radiation Therapy"
IXJ,"Grid, Radiographic"
IXK,"System, Imaging, X-Ray, Electrostatic"
IXL,"Device, Spot-Film"
IXO,"Synchronizer, Ecg / Respirator, Radiographic"
IXQ,"Table, Radiographic, Stationary Top"
IXR,"Table, Radiographic, Tilting"
IXW,"Processor, Radiographic-Film, Automatic"
IXX,"Processor, Cine Film"
IXY,"Holder, Radiographic Cassette, Wall-Mounted"
IYB,"Tube Mount, X-Ray, Diagnostic"
IYC,"Generator, Orthovoltage, Therapeutic X-Ray"
IYD,"Generator, Low Voltage, Therapeutic X-Ray"
IYE,"Accelerator, Linear, Medical"
IYG,"Betatron, Medical"
IYH,"Generator, Dermatological (Grenz Ray), Therapeutic X-Ray"
IYI,"Collimator, Orthovoltage, Therapeutic X-Ray"
IYJ,"Collimator, Low Voltage, Therapeutic X-Ray"
IYK,"Collimator, High Voltage, Therapeutic X-Ray"
IYL,"Collimator, Dermatological, Therapeutic X-Ray"
IYN,"System, Imaging, Pulsed Doppler, Ultrasonic"
IYO,"System, Imaging, Pulsed Echo, Ultrasonic"
IYP,"Phantom, Anthropomorphic, Nuclear"
IYQ,"Phantom, Flood Source, Nuclear"
IYT,"System, Rebreathing, Radionuclide"
IYW,"Scanner, Rectilinear, Nuclear"
IYX,"Camera, Scintillation (Gamma)"
IYY,"Synchronizer, Electrocardiograph, Nuclear"
IYZ,"Bed, Scanning, Nuclear"
IZC,"Camera, Positron"
IZD,"Probe, Uptake, Nuclear"
IZF,"System, X-Ray, Tomographic"
IZG,"System, X-Ray, Photofluorographic"
IZH,"System, X-Ray, Mammographic"
IZI,"System, X-Ray, Angiographic"
IZJ,"Camera, X-Ray, Fluorographic, Cine Or Spot"
IZL,"System, X-Ray, Mobile"
IZO,"Generator, High-Voltage, X-Ray, Diagnostic"
IZP,"Programmer, Changer, Film/Cassette, Radiographic"
IZS,"Aperture, Radiographic"
IZT,"Cone, Radiographic"
IZW,"Collimator, Automatic, Radiographic"
IZX,"Collimator, Manual, Radiographic"
IZZ,"Table, Radiographic, Non-Tilting, Powered"
JAA,"System, X-Ray, Fluoroscopic, Image-Intensified"
JAB,"System, X-Ray, Fluoroscopic, Non-Image-Intensified"
JAC,"System, X-Ray, Film Marking, Radiographic"
JAD,"System, Therapeutic, X-Ray"
JAE,"Microtron, Medical"
JAF,"Monitor, Ultrasonic, Nonfetal"
JAG,"Illuminator, Radiographic-Film, Explosion-Proof"
JAI,"Couch, Radiation Therapy, Powered"
JAK,"System, X-Ray, Tomography, Computed"
JAM,"Scanner, Whole Body, Nuclear"
JAN,"Counter, Whole Body, Nuclear"
JAO,"Scanner, Fluorescent"
JAQ,"System, Applicator, Radionuclide, Remote-Controlled"
JAR,"Phantom, Test-Pattern, Radionuclide"
JWM,"System, Tomographic, Nuclear"
KGI,"Densitometer, Bone"
KPQ,"System, Simulation, Radiation Therapy"
KPR,"System, X-Ray, Stationary"
KPS,"System, Tomography, Computed, Emission"
KPT,"Calibrator, Dose, Radionuclide"
KPW,"Device, Beam Limiting, X-Ray, Diagnostic"
KPX,"Changer, Radiographic Film/Cassette"
KPY,"Shield, Protective, Personnel"
KPZ,"Generator, High Voltage, X-Ray, Therapeutic"
KQA,"Device, Beam Limiting, X-Ray, Therapeutic"
KXH,"Cradle, Patient, Radiologic"
KXJ,"Table, Radiologic"
KXK,"Source, Brachytherapy, Radionuclide"
LEK,Transilluminator (Diaphanoscope)
LHN,"System, Radiation Therapy, Charged-Particle, Medical"
LHO,"Instrument, Quality-Assurance, Radiologic"
LLZ,"System, Image Processing, Radiological"
LMA,"Digitizer, Image, Radiological"
LMB,"Device, Digital Image Storage, Radiological"
LMC,"Camera, Multi Format, Radiological"
LMD,"System, Digital Image Communications, Radiological"
LNH,"System, Nuclear Magnetic Resonance Imaging"
LNI,"System, Nuclear Magnetic Resonance Spectroscopic"
LQA,"Media, Reusable Image"
MOS,"Coil, Magnetic Resonance, Specialty"
MQB,Solid State X-Ray Imager (Flat Panel/Digital Imager)
MUA,Bone Sonometer
MUE,"Full Field Digital, System, X-Ray, Mammographic"
MUI,"Media, Coupling, Ultrasound"
MUJ,"System, Planning, Radiation Therapy Treatment"
MWP,"Cabinet, X-Ray System"
MWW,Accessory - Film Dosimetry System
MYN,"Analyzer, Medical Image"
NCS,"System, Imaging, Holography, Acoustic"
NMP,"Needle, Isotope, Reprocessed"
NWE,"Colon Computed Tomography System, Computer Aided Detection"
NZT,"Dosimeter, Ionizing Radiation, Implanted"
OAS,"X-Ray, Tomography, Computed, Dental"
OEB,"Lung Computed Tomography System, Computer-Aided Detection"
OII,Arthrogram Tray
OIJ,Biopsy Needle Guide Kit
OIK,Radiology Dental Tray
OIL,Discography Kit
OIM,Mri Disposable Kit
OIN,Prostate Seeding Kit
OIO,Radiographic Contrast Tray
OIP,Radiology-Diagnostic Kit
OMJ,Chest X-Ray Computer Aided Detection
ONL,Conformal Brachytherapy Source
OQQ,"Diagnostic Ultrasonic Transducer, Robotic"
OUO,Tomographic Imager Combining Emission Computed Tomography With Nuclear Magnetic Resonance
OVB,Hydrogel Spacer
OWB,Interventional Fluoroscopic X-Ray System
OXO,"Image-Intensified Fluoroscopic X-Ray System, Mobile"
PCS,Liver Iron Concentration Imaging Companion Diagnostic For Deferasirox
PCT,Prostate Immobilizer Rectal Balloon
PDK,Cream For X-Ray Attenuation
PGY,"Display, Diagnostic Radiology"
POK,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer
QAS,Radiological Computer-Assisted Triage And Notification Software
QBS,Radiological Computer Assisted Detection/Diagnosis Software For Fracture
QDQ,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer
QFM,Radiological Computer-Assisted Prioritization Software For Lesions
QHA,X-Ray Angiographic Imaging Based Coronary Vascular Simulation Software Device
QHX,Fluoroscopic X-Ray Image Intensifier
QHY,Solid State Fluoroscopic X-Ray Imager
QIH,Automated Radiological Image Processing Software
QJU,Image Acquisition And/Or Optimization Guided By Artificial Intelligence
QKB,Radiological Image Processing Software For Radiation Therapy
QRN,Radiation Therapy Marking Device
QTZ,Radiological Image Processing Software For Ablation Therapy Planning And Evaluation
QUV,Phase-Changing Fiducial Marker For Radiation Therapy
QVA,Fludeoxyglucose F18-Guided Radiation Therapy System
QVD,Radiological Machine Learning Based Quantitative Imaging Software With Change Control Plan
QWO,Radiology Software For Referral Of Findings Related To Fibrotic Lung Disease.
QXL,"Cabinet, Emission Computed Tomography System"
QXR,Vaginal Hydrogel Packing System
QZL,Post-Ablation Tissue Response Prediction Software
RCC,C-Arm Fluoroscopic X-Ray System
RGC,X-Ray Field Indicator Light (Laser)
SAO,Radiology Software For Opportunistic Evaluation Of Low Bone Mineral Density
KTA,"Medium, Contrast, Radiologic"
LMZ,"Applicator, Hyperthermia, Interstitial"
LNB,"Applicator, Hyperthermia, Deep Heating, Ultrasound"
LNC,"Applicator, Hyperthermia, Superficial, Rf/Microwave"
LOC,"System, Rf/Microwave Hyperthermia, Cancer Treatment"
LSY,"Ultrasound, Hyperthermia, Cancer Treatment"
MJS,"Contrast Media, Ultrasound"
MOT,"Irradiator, Blood To Prevent Graft Versus Host Disease"
NAN,"Tester, Acoustic, Bone Quality"
NAW,Microspheres Radionuclide
NCL,"Imager, Breast, Electrical Impedance"
OLQ,Cross-Sectional Mammographic Xray System
OTE,Digital Breast Tomosynthesis
PAA,Automated Breast Ultrasound
QNK,Optoacoustic Imaging System
QVW,"Generator, Measurement, And/Or Delivery System For Hyperpolarized Mr Imaging Agents And Accessories, Cder Or Cber-Led"
PDT,Burn Resuscitation Decision Support Software
MUD,"Oximeter, Tissue Saturation"
MIB,"Elastomer, Silicone Block"
MIC,"Implant, Muscle, Pectoralis"
EXM,"Truss, Umbilical"
EYN,"Tray, Irrigation, Sterile"
FBQ,"Trocar, Gastro-Urology"
FDP,"Apparatus, Pneumoperitoneum, Automatic"
GCG,Peritoneoscope
GCH,"Mediastinoscope, Diagnostic"
GCI,"Laryngoscope, Endoscope"
GCJ,"Laparoscope, General & Plastic Surgery"
KNW,"Instrument, Biopsy"
MFJ,"Device, Endoscopic Suturing"
NAY,"System, Surgical, Computer Controlled Instrument"
NEQ,"Device, Telemedicine, Robotic"
NGU,"Balloon, Liver Tamponade"
OEJ,"Transurethral Electrosurgical Unit, Benign Prostatic Hyperplasia"
OEK,"Water-Induced Thermotherapy System, Benign Prostatic Hyperplasia"
OTJ,Laparoscopic Single Port Access Device
OWN,Confocal Optical Imaging
QGY,Mobile / Tablet Software Application To Control Settings Of Surgical And Endoscopic Camera
QSM,"System, Surgical, Computer Controlled Instrument, Remanufactured"
QZB,Software Controlled Endoscope And Instrument Holder
FPX,"Strip, Adhesive, Closure, Skin"
FPY,"Sheet, Burn"
GAG,"Stapler, Surgical"
KGX,"Tape And Bandage, Adhesive"
KMF,"Bandage, Liquid"
LRS,I.V. Start Kit
LWH,"Counter, Sponge, Surgical"
MCY,Wound Dressing Kit
MHW,"Dressing, Compression"
NEC,"Bandage, Liquid, Skin Protectant"
OXQ,Dressing Change Tray
PBZ,Image Processing Device For Estimation Of External Blood Loss
PYO,"Tape And Bandage, Adhesive, Adjustable Closing Mechanism, Otc Use"
QQS,"Stapler, Skin"
OEW,"Tracking, Soft Tissue, Intraoperative"
ONA,Computer Assisted Hair Harvesting System
MWZ,"Expander, Breast, External"
NZY,"Light, Lymphedema Reduction, Low Energy"
OAP,"Laser, Comb, Hair"
OZC,Over The Counter Thermal Treatment For Acne.
NQQ,"System, Imaging, Optical Coherence Tomography (Oct)"
POY,Post Breast Biopsy Hemostatic Breast Compression Device
BTA,"Pump, Portable, Aspiration (Manual Or Powered)"
BTX,"Board, Arm (With Cover), Sterile"
BWA,"Unit, Electrosurgical And Coagulation, With Accessories"
BWN,"Table And Attachments, Operating-Room"
BWP,"Shoe And Shoe Cover, Conductive"
DWG,Electrosurgical Device
DWH,"Blade, Saw, Surgical, Cardiovascular"
DWI,"Saw, Electrically Powered"
DWO,"Needle, Biopsy, Cardiovascular"
EMF,"Knife, Surgical"
