REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
315108|70337882|Jiangxi Wanhao Kang Optical Co., Ltd.|10087489
315117|70337913|Future vision for import and export of medical and pharmaceu|10087490
315119|70337919|Amnovis BV|10087492
315125|70337800|GevaSol Technologies|10087493
315127|70315985|USA Yanjan LLC|10087494
315128|70337100|MP2G DIAGNOSTIC CORP.|10087495
315134|70337031|Gentex Corporation|10087496
315136|70337682|SilverCeuticals Inc|10087497
315138|70335731|Progressive Aligners Inc|10087498
315140|70338023|True Angle|10087499
315142|70338056|Zhejiang Dreamotion Technology Co., Ltd.|10087500
315149|70338119|ITALIAN ENGINEERING SRL|10087501
315158|70337432|PHOENIX USA LLC|10087502
315159|70338185|LimFlow Inc|10087503
315163|58049083|GLW, INC.|10058309
315170|70338248|NeuraMedica Inc.|10087505
315173|70338278|Ganzhou Sanmei Industry And Trade Co. , Ltd|10087506
315181|70338276|TIEN RONG HSING OPTICAL. CO., LTD|10087507
315183|70338276|TIEN RONG HSING OPTICAL. CO., LTD|10087507
315197|70321856|XPress BCD LLC|10087201
315203|70338268|Shanghai Personage Hygiene Products Co.,Ltd.|10087511
315207|69878496|Desktop Metal|10081500
315210|2835217|Covidien llc|1282497
315212|70336634|ARS Co., Ltd.|10087512
315226|70337695|Precision Laboratory Supplies, LLC dba Cancer Controls|10087514
315236|70302418|Well Lead Medical (Hainan) Co., Ltd.|10087515
315243|70338578|8083851 Canada Inc. operating as Pama Manufacturing & steril|10087516
315246|68965342|Henan Yeesain Health Technology Co., Ltd.|10087517
315248|70256210|RedDrop Inc|10087518
315252|1991832|KEY TRONIC CORP.|3019990
315255|70338029|IZIPIZI|10087519
315262|70336516|205 Medical, LLC|10087520
315281|70338722|Wuyi Fortune-land Sports And Leisure Products Co., Ltd|10087521
315283|69671339|SmartSurgN Incorporated|10077144
315285|70338733|RocGene(Xuzhou) Technology Limited|10087522
315287|70338734|Changchun Lyz Technology Co., Ltd.|10087523
315293|67059131|RAC Medical Solutions|10058036
315294|70338419|Endolumik|10087525
315298|70338132|Voom Medical Devices, LLC|10087527
315301|70337691|Skin Aesthetics|10087529
315311|70334940|Episurf Operations AB|10087531
315315|70338897|Life Plasma|10087532
315319|70338906|Helse US Corp|10087533
315330|70338585|Respiree PTE LTD|10087535
315341|70336317|GoForward, Inc.|10087538
315343|70338654|Kinexcs Pte Ltd.|10087539
315345|70338804|Pumpables Inc.|10087540
315346|2697395|Scantibodies Laboratory Inc.|2020808
315348|70338855|LITECURE, LLC|9097724
315350|70335177|Versea Health|10087541
315352|70339067|Viridis Biopharma Pvt. Ltd|10087542
315356|70339075|Superneuro Inc.|10087544
315360|70338195|RP Therapies|10087545
315362|70338420|Noah Medical|10087546
315364|70338382|SIMULATE Technologies, LLC|10087547
315379|70339164|Qingdao Raisecare Biological Technology Co., Ltd.|10087549
315386|70337849|OUR United Corporation|10087551
315396|70339215|GEOTEK MEDICAL USA LLC|10087553
315399|70338885|Episurf Medical Inc|10087554
315415|20890290|Creative Essences Inc|10086033
315422|70339209|CnC Technologies|10087559
315425|70337375|Riton 3D Technology Co., Ltd|10087560
315432|70339416|M&D Corporation|10087561
315445|2805305|Rumex International Co.|9011770
315447|70008310|Neuromod Devices Limited|10087563
315453|20280298|Prytime Medical Devices, Inc.|10050783
315455|70322370|STRATEC Consumables GmbH|10087564
315457|984943|V. GULDMANN A/S|9027662
315469|70339266|SurgVision GmbH|10087568
315471|70339048|SIA iCotton|10087567
315478|70339518|ASPIVIX SA|10087571
315479|69610246|Rockfield Medical|10087042
315483|70339547|Cambridge Ortopaedic Labs LtD|10087572
315484|70339555|Cambridge Orthopaedic Labs Inc|10087573
315491|70339614|Shenzhen Mommy Medical Electronics Co., Ltd.|10087575
315495|70339626|DONGGUAN HEMS ELECTRONIC TECHNOLOGY Co.,Ltd.|10087576
315498|70339640|Jiangsu Aspidistra Elatior Blume bio-medical Technology Co.,|10087578
315511|70338029|IZIPIZI|10087519
315513|70339692|Jiangsu Meilan Medical Devices Co., Ltd.|10087581
315515|70162314|Evolution Medtec srl|10087582
315519|70338932|Copper House Holdings Inc|10087583
315527|70338964|Xlent Global Inc|10087585
315532|20941953|Kong Lung Manufactory Limited|10053669
315535|70339813|SHORE2SHORE MEDICAL EQUIPMENT, LLC|10087587
315539|70339826|NINGBO MULTI CHANNEL CO., LTD.|10087590
315541|70339830|421142938|10087591
315545|70319079|E-Scopics|10087219
315550|70339461|Robust Care International Limited|10087592
315551|70339871|Hearing Diagnostics, LLC|10087594
315556|70339321|1266881 B.C. Ltd|10087595
315565|70339394|Osheru|10087597
315566|70338240|Moon Surgical SAS|10087598
315567|70339972|TETRAS INC.|10087599
315580|70339450|Lena Ko Corporation|10087600
315585|70339933|Aegis Lifesciences Private Limited|10087601
315604|70339253|Therapy Equipment Limited|10087603
315610|70340084|Jinhua Mengna Textile CO., LTD|10087605
315618|70340107|Hangzhou Sightnovo Medical Technology Co., Ltd.|10087607
315623|70217226|Quantum Surgical SAS|10085404
315625|70246343|Micropos Medical AB|10085838
315628|70323010|jr-medizintechnik GmbH & Co KG|10087609
315634|70340011|Entana LLC|10087612
315636|70340137|Wenzhou Raystar Optical Co.,Ltd|10087613
315653|70340251|Calcivis Limited|10087618
315657|70303047|Shenzhen Yiran Intelligent Co., Ltd|10087619
315679|70340315|Hangzhou Orthmay Advanced Materials Technology Co., Ltd|10087622
315687|69876219|Ningbo Sezen Technology Co., Ltd.|10087624
315689|70340353|Adva Biotechnology|10087623
315695|70340349|MOODY HOLDINGS, INC|10087625
315702|70340122|Amimon Ltd.|10087616
315704|70340411|Caerus Therapeutics, Inc.|10087626
315707|70336325|AHA Technologies, Inc.|10087627
315710|70340461|DONGGUAN EDIFIER TECHNOLOGY CO LTD|10087628
315718|70340519|Zhejiang Yetian Eyeglasses Co., LTD|10087631
315722|70340525|AVIMETAL AM (XUZHOU) CO., LTD.|10087632
315724|70340542|Mingle Enterprises Company|10087633
315728|70340549|QMed Master Distribution LLC|10087635
315729|70340185|Fir5t Supplies Corp.|10087634
315734|70339673|Jetro / Restaurant Depot|10087637
315736|70008310|Neuromod Devices Limited|10087563
315738|70313054|Sino Canada Health Engineering Research Institute (Hefei) Lt|10086903
315749|70340241|VYRSA Technologies|10087639
315756|70340536|ANGELALIGN TECHNOLOGY PTE. LTD.|10087640
315758|70340703|Wuhan Huashida Protective Products Co., Ltd.|10087641
315769|69720043|iWEECARE Co., Ltd.|10087642
315776|70340730|Yun Yun US Corporation|10087644
315783|70324046|DeVi-Stairlifts BV|10087301
315820|70320071|EDGE Medical LLC|10087270
315828|1904283|ICAD INC.|9054868
315834|70340889|Asiga America|10087650
315836|70340898|Jiangsu Yoosun Intelligent Technology Company Limited|10087651
315839|70340907|Anyang Sukangning Medical Products Co., Ltd|10087652
315841|70340930|Ningbo Hysent Medical Technology Co., Ltd|10087653
315843|70308858|Wuxi EA Bio-Tech Co., Ltd.|10087654
315849|70338398|Folc Eyewear S.L.|10087655
315856|70340420|Dalsey Adaptives, LLC.|10087657
315860|70340635|Purlin Healthcare, LLC|10087638
315861|69643163|Avava, Inc.|10087658
315863|70340647|S2S Innovations, Inc.|10087659
315866|70341056|FIGS, Inc.|10087660
315874|70340818|Clarix Imaging Corp|10087661
315876|70338068|Aopu Lighting (Jinyun) Co., Ltd.|10087663
315884|70351171|Tympa Health Technologies inc|10087664
315885|70339897|Pourang Bral, DDS, LLC|10087606
315891|70341107|Hangzhou Yunchi Technology Co., LTD|10087665
315912|70340727|Concord Neonatal BV|10087667
315914|70351225|Jiangyin Mengjia Nonwoven Fabric Co.,Ltd|10087668
315919|70351235|Hebei Xingfang Medical Instruments Technology Co., Ltd|10087669
315939|70298980|ARC Group Medical GP, LLC|10087678
315940|70351318|Polarean, Inc.|10087679
315941|70351316|Nuheara Inc.|10087680
315942|70340671|Joylux, Inc.|10087681
315947|70351422|Blue Life Solutions, LLC.|10087684
315949|70351424|Bradacare (XiaMen) Health Technology Co.,LTD|10087685
315950|70322556|MEDIOX MEDICAL SERVICE LTD|10087686
315956|70351435|Shanghai Charme Health Technology  Co.,Ltd|10087689
315966|70337905|Bentley InnoMed GmbH|10087691
315987|1923517|DEFIBTECH, LLC|9048526
315988|70351555|Seaway Plastics Engineering, LLC|10087696
315993|70351345|Buckingham Healthcare Ltd|10087697
315995|70351587|Lumma Comercial, LTDA|10087698
315998|70351297|Guangzhou Chuang Zao Mei Technology Co., Ltd.|10087699
315999|69964191|Legendairy Milk, LLC|10087700
316006|70351195|Tianjin Elpont Radiation Technology Co., Ltd.|10087703
316014|70336952|Haize Institute for Applied Medical Research (Wuxi) LTD|10087704
316017|70351257|IMPROVING MOBILITY DEVELOPMENT, CORP.|10087706
316019|70351680|Shenzhen DBLC Co. LTD|10087707
316022|70351729|SmartLogics, LLC|10087708
316026|70351380|Econ-O-Pac Limited|10087710
316034|70351875|Surgical Radiation Products LLC|10087712
316037|70351905|Farstar Medical Hubei Ltd.|10087713
316041|70351907|Jiangyin Chang-hung Industrial Manufacturing Factory LLC|10087714
316047|70351943|MCAM Hungary Kft.|10087716
316049|70351970|NTL Healthcare Co., LTD.|10087717
316051|70351546|Lip Sunglasses Inc.|10087718
316053|70351564|Consortia Development, Inc.|10087719
316058|70351977|ARTSMedia Denmark ApS|10087720
316072|70352146|Hugo Bright Optical Limited|10087726
316090|70338201|Wuhan Phomed Technology Co., Ltd.|10087730
316101|70339470|SHANDONG LIANGYUE MEDICAL DEVICE TECHNOLOGY CO.,LTD|10087731
316104|70352342|Intelligent Healthcare Systems, Corp|10087732
316108|70352352|Precision Dipping Manufacturing Ltd|10087733
316109|70352354|McAdam Lloyd Inc|10087734
316113|70351708|PathKeeper Surgical LTD.|10087736
316119|70352406|Guangdong Solid Medical Technology Co., LTD|10087737
316127|70352437|INSTRUMED (PVT) LTD.|10087739
316132|70340869|Reed City Group Life Science and Medical|10087740
316143|70352263|Menstrual Mates, Inc|10087741
316147|70352534|Swiftsure Innovations Inc.|10087742
316150|70338758|Mologic Inc|10087743
316158|70352576|Guangzhou Huaju Information Technology Co., Ltd|10087745
316177|70339262|Cercare Medical Inc|10087747
316179|70352636|JIAOYUE PHARMACEUTICAL (HUIZHOU) CO.LTD|10087748
316186|70338138|Quicklypro srl|10087536
316188|70352673|Microdental 2006 SL|10087749
316191|70352224|Terumo (China) Holdings Co., Ltd.|10087750
316193|70352724|Jordan Eyewear LLC|10087751
316196|70352484|Biotronik NRO, INC.|10087752
316198|70352020|Phelcom Technologies LLC|10087753
316201|2480912|Diversey|9042248
316212|70313513|Inspira Financial Company|10087755
316213|70352787|Schoonmaker Associates,INC|10087756
316217|2956159|ReFlow Medical|10034685
316219|70352672|Syncromune, Inc.|10087758
316227|70352990|QUANZHOU V-CARE SANITARY PRODUCTS  CO.,LTD|10087760
316228|70351400|Better Breathing Devices Inc|10087761
316230|70339457|MIGUNLIFE KOREA VINA COMPANY LIMITED|10087762
316232|70352979|Shenzhen Piocreat 3D Technology Co., Ltd|10087763
316237|70353014|Qingdao bingoo international Trade Co.,Ltd|10087766
316244|70353015|Mikrolab Stockholm AB|10087767
316249|70353056|Britegums Inc.|10087768
316251|70353069|Fort Worth Diagnostics LLC|10087769
316255|70321897|B2C Response LLC|10087771
316256|70353125|MilkMate|10087772
316260|70352577|Beijing L&Z Medical Technology Development Co., Ltd.|10087773
316265|70353190|Advantis Holding BV|10087775
316270|70352516|Dib UltraNav Medical, LLC|10087777
316276|70353245|WearLinq|10087780
316278|2916810|KARL STORZ SE & CO KG|8010119
316280|2916810|KARL STORZ SE & CO KG|8010119
316297|70353353|CHUNGWOO CO., LTD.|10087784
316305|69888605|Shaoxing Intai Garment Co., Ltd.|10082153
316307|70353386|STARTOON LABS PRIVATE LIMITED|10087788
316312|70352901|New International Vision|10087789
316314|70353070|INEO TECH SDN BHD|10087790
316316|70235882|Integrated Medical Systems, Inc.|10087791
316317|70323852|Mercury Athletics LLC|10087491
316334|70353504|Topzir Biotech Co., Ltd|10087795
316336|70351566|Sanitaria Dentalwaren Ges.m.b.H.|10087796
316348|15187222|Nexus Spine, LLC.|10048422
316364|70353661|Meticuly Co., Ltd.|10087798
316365|70353654|Dekogarley Group Corp|10087800
316369|21160122|MPL MANUFACTURING INC|10054003
316371|70353681|SAS SOYL|10087801
316374|70353700|CEDIS DISTRIBUCION Y LOGISTICA, S.C.|10087802
316380|70353717|KLATER (HONGKONG) INTERNATIONAL LIMITED|10087804
316389|70353481|Medipixel, Inc.|10087806
316394|70324150|ZHEJIANG BARON TECHNOLOGIES CO., LTD|10087807
316401|70340982|Carnamedica Sp z o o|10087808
316402|67739023|Blur Development Group|10087809
316404|70353417|Guangzhou Huikang Electronic Technology Co.,Ltd|10087810
316405|70321014|Renegade Bio|10087811
316412|70351795|Click Medical|10087812
316417|70353927|Actlife Technology Co., Ltd.|10087813
316435|69877179|RF Innovations Inc|10085247
316439|70351740|AZZEDINE ALAIA SAS|10087815
316461|70354104|Shenzhen Yangyi Technology Co., Ltd.|10087817
316471|70353970|HG Wellness|10087819
316486|70353688|Vital Biosciences Inc.|10087821
316492|70353805|Gabriel Manufacturing Incorporated|10087823
316497|69831592|Cue Health Inc.|10084596
316503|70337166|Easymed Instruments SE Asia Sdn. Bhd.|10087827
316505|70354330|Shanghai BangBang Robotics Co., Ltd.|10087828
316507|70353825|Ten Aces Med LLC|10087829
316510|70337966|bliu advisors llc|10087831
316511|70352578|CLAYENS NP USA, INC|10087832
316513|70354357|Divel Shanghai Optical Trading Co., Ltd|10087834
316520|70353956|Jiangsu Medomics Medical Technology Co.,Ltd.|10087833
316522|70354362|Univy Technology Advanced Co. Ltd|10087835
316528|70354373|Zhongshan Siji Mianpin Clothing Co., Ltd|10087836
316536|70354396|Jing Huang (Anqing) Personal Care Products Co., Ltd.|10087837
316544|1120916|GC America Inc.|8030268
316547|70354455|MOOG ENTERPRISE TURIZM GIDA IC VE DIS TICARET LIMITED SIRKET|10087838
316566|70354598|DK Medical Technology Co., Ltd.(DK)|10087839
316568|70351432|Hunan Bodeyi Medical Instrument Technology Co., Ltd|10087840
316577|70353144|Trademark Plastics Inc.|10087841
316583|70354689|CEVA Logstics Limited|10087842
316586|70353655|RENAL CARE DIALYSIS SOLUTIONS, S.A. DE C.V.|10087843
316587|70351708|PathKeeper Surgical LTD.|10087736
316588|2763657|Forward Arch|10036708
316607|70354839|Shenzhen Jizhimei Technology Co., Ltd.|10087844
316611|70354853|YUYAO RONGDA PLASTIC INDUSTRY CO., LTD.|10087845
316629|70354759|Medtech LLC|10087847
316631|70354979|E-COM Technology Co.,Ltd.|10087848
316651|70354948|Bioservo AB|10087850
316653|70310851|Custom Surgical GmbH|10087565
316663|70355117|Biotec Biotecnologias de Centroamerica S.A.|10087853
316670|70354560|graz usa inc|10087854
316672|68965445|Brooks Running|10060603
316676|70354164|Masdel Inc.|10087855
316677|70354723|BEAUTEX LLC|10087856
316679|70355212|Uro1 Medical, Inc.|10087857
316696|70334922|Rescue Trade OHG|10087860
316699|70354552|Upper Cervical Store Inc.|10087862
316702|70355141|Source Direct International, LLC|10087863
316705|70352027|MGDinnovations Inc. (MGDi)|10087864
316711|70354060|Starling Medical|10087865
316747|70355511|KOSEI JAPAN CO., LTD.|10087868
316753|70355518|Hubei Yinshun Protective Equipment Co.LTD|10087869
316757|70355519|Ningbo Skyey Industry & Trade Co.Ltd|10087871
316772|70353669|Thom Browne Eyewear (T.B.E.) SA|10087872
316785|70354213|Stephen Gould Corporation|10087873
316789|70340671|Joylux, Inc.|10087681
316790|69538370|TRUPULSE LLC|10062636
316796|70353333|Sometech Global Co., Ltd|10087876
316801|70337372|2nd Sight Medical Co., Ltd.|10087878
316805|70340729|Dongguan Shun Fat Underwear Manufactory Ltd.|10087879
316811|70355462|COMPASS BIOINFORMATICS INC.|10087881
316820|2583007|KIMBALL ELECTRONICS GROUP, LLC|9071700
316824|70354949|Archeon|10087883
316842|70351240|ZhongShan HangKei Garment Co.Ltd.|10087886
316845|70302943|esco bioengineering|10087888
316849|2584801|PROMEPLA|9092365
316850|70355945|MEDWORLD SUPPLY INC|10087890
316854|70356022|Podonics, LTD|10087892
316858|69570973|Hempress Hygienics|10087893
316864|70355710|KALOYA DERMA-TECH LTD.|10087894
316868|70356099|Beijing Tsinghorse Technology Co., LTD|10087895
316893|70340355|Bunkerhill Health|10087898
316900|70354258|Golden Max LLC|10087901
316902|70351556|Kutol Products Company|10087900
316905|70356170|198One Distribution Inc/MyDormDoc LLC|10087902
316907|4585653|Breg Inc|10041297
316911|70355029|Win Coat Corporation|10087903
316920|70356265|VITORI HEALTH (LIAOYANG) CO.,LTD.|10087904
316922|70352650|Yongkang dahua industry&trade co.,ltd|10087905
316924|70356270|MEDHAVE MEDICAL TECH.INC|10087906
316926|70340367|BIOMEDICAL SUPPLY US INC|10087908
316929|70356312|Solutions First Dental Lab LLC|10087910
316931|4095032|Umano Medical Inc|10040948
316937|70356352|SSI Electronics|10087912
316938|70355727|Betterguards Technology GmbH|10087913
316939|70356363|Thora Tech Medical GmbH|10087914
316944|70356423|surgebright GmbH|10087916
316953|70195149|Proprio|10087918
316954|70356031|D Genesis Enterprises LLC|10087919
316956|69650177|Mainstay Medical Limited|10076126
316961|70356558|SAVVI WEAR LLC|10087922
316990|952126|AQUA LEISURE RECREATION LLC|1221480
316995|70353471|Hayek Medical Devices (North America) Ltd|10087925
316999|70354359|FSN Medical korea inc.|10087926
317002|70356784|Hangzhou Lingshang Network Technology Co., Ltd.|10087927
317004|70356107|AYATI DEVICES PRIVATE LIMITED|10087928
317007|70356813|Feldi Srl|10087929
317012|70356841|Suzhou laixin 3D Technology Co.,Ltd|10087931
317018|2016196|Fujirebio Diagnostics, Inc.|10022860
317023|985626|SYBRON DENTAL SPECIALTIES, INC.|9029565
317026|70356931|DDS Caribbean Corp|10087932
317027|70320790|Ultra Wound Care LLC|10087933
317031|2676889|Boston Scientific Corporation|9912058
317034|2676889|Boston Scientific Corporation|9912058
317039|70355347|Unigen|10087935
317042|70356975|OKIA VIETNAM HOLDINGS COMPANY LIMITED|10087936
317052|70356987|NINGBO SUN BONNY IMPORT & EXPORT CO., LTD|10087937
317057|70357001|VIGNYBURKE Trading Co., Ltd|10087938
317061|70357007|Longevity Medical Inc.|10087940
317064|70354428|Mavina, Inc|10087942
317065|2074148|Cirtec Medical Corporation|10025422
317071|70356522|Beyond Industries (Nanjing) Limited|10087944
317072|70356852|Tritex Medical Manufacturing LLC|10087945
317073|70354056|Propeller, Inc.|10087946
317090|70357065|OSI Batteries|10087947
317092|70356243|hapakristin inc|10087948
317096|70338691|Star Sports Medicine Co., Ltd.|10087949
317098|70355673|KM Healthcare|10087950
317102|70357146|Zhejiang Flashforge 3D Technology Co., Ltd|10087952
317106|70357166|Beijing Smartbeam Technology Co., LTD|10087953
317112|70357201|Sheltered Wings, Inc.|10087955
317115|70357237|Helton Inc|10087957
317123|70357252|Noctrix Health, Inc.|10087959
317124|15190642|ATL Technology LLC|10045899
317126|70357301|OneHalf Design Co.,LTD|10087960
317142|70357384|Strolll, Ltd.|10087965
317144|70357143|YIPI ELECTRONIC LIMITED|10087966
317149|70356814|IMINE CO.,LTD|10087967
317152|70357412|SWE Plastic&Metal Manufactory Limited|10087968
317154|70357195|Wassenburg Medical B.V.|10087969
317161|2676889|Boston Scientific Corporation|9912058
317162|70356538|Portofino Global Trade, LLC|10087970
317164|70008365|Phase Scientific International Limited|10083165
317169|70357548|Forethought(Shanghai)Medical Technology Co., Ltd.|10087972
317176|70357555|Ningbo Fertile Imp & Exp. Co.,Ltd.|10087973
317180|70357603|YINGTAN SHENLAN OPTICAL CO., LTD.|10087975
317182|70357610|Prolira BV|10087976
317184|70357513|Liberty Orthotics, Inc.|10087977
317185|70357221|A One Enterprises, LLC DBA A One Packaging|10087978
317190|70357691|OraQ AI Inc.|10087979
317193|69395444|Braincare Desenvolvimento e Inovacao Tecnologica S.A.|10061705
317202|70357764|tst Biomedical Electronics Co., Ltd.|10087980
317206|70356807|Medasense Biometrics Ltd.|10087981
317213|70357796|ORTOTECSA S.L.|10087983
317215|70357833|Shandong Kang Hu Shi Sanitary Products Co., Ltd|10087984
317216|69781154|Ezra AI, Inc.|10087985
317218|70356937|Algorythm Enterprises|10087986
317230|70356224|Arissa Medical|10087987
317231|70356948|Fox Head|10087988
317238|70354095|Elpis Surgical Inc.|10087989
317243|19010773|Jiangsu NewValue Medical Products Co., Ltd.|10048334
317245|70357585|Shenzhen Leqing Medical Instrument Co.,LTD|10087992
317249|70353017|Zhuhai Longtime Biological Technology Co., Ltd.|10087765
317251|70340306|LIANJIA (ZHONGSHAN) GONGMAO CO.LTD|10087993
317268|70357511|Corpoderm Corp|10087995
317271|70296821|SkyDance Vascular, Inc.|10087996
317277|70356275|CHIPPER CONSUMER PVT. LTD.|10087997
317285|70356936|Validic Logistics, LLC|10087999
317290|70355564|Blizzard Protection Systems Ltd|10088000
317296|70358239|Locked Brands LLC DBA Medsuresystems|10088002
317298|70358244|PROGETTO INTERNAZIONALE SRL|10088001
317303|2585033|ALPHATEC HOLDINGS, INC.|9072657
317308|70356117|Overseas Consensus LLC|10088003
317309|70357031|Bhavy Packaging llc|10088004
317311|70358318|Sabaeframe|10088005
317312|70216589|HealFast, Inc.|10088006
317318|70358361|Solite Wellbeing USA Inc.|10088008
317324|70358369|M20 co.,Ltd.|10088009
317334|70315085|Ningbo Shedy Medical Technology Co.,Ltd.|10088012
317338|70358210|Vertex Ventures Inc.|10088013
317339|70353992|Go North Group AB|10087816
317342|70358422|Hangzhou Fangxiang Medical Devices Co., Ltd.|10088014
317343|16167062|Merryweather Foam, Inc.|10046561
317346|70358460|Harbor Freight Tools USA, Inc.|10088016
317349|20199298|Hangzhou AllTest Biotech Co.,Ltd|10050156
317351|70358231|Island Dental Lab dba Emerald Dental Lab|10088017
317358|20892541|East West|10058019
317366|70358554|Shenzhen Trendz Technology Co.,Ltd|10088019
317374|70358578|Foshan Bozy Medical Technology Co., LTD.|10088020
317376|70358583|Zhuhai Quin Technology Co., Ltd.|10088021
317383|70358598|ZHEJIANG XINGSHANG INTELLIGENT HOME CO LTD|10088024
317384|70354375|Zhejiang Rongsheng Industrial Co.,Ltd|10088023
317389|69630064|GPC Medical USA, Inc.|10088025
317397|70221517|3D LifePrints UK|10085716
317401|70358614|Hoosier Plastics Inc|10088027
317407|70357628|MD360|10088028
317412|951443|The Hilsinger Company Parent, LLC|1218954
317428|70358793|Changzhou 7Color Medical Equipment Manufacturing Co.,Ltd|10088032
317432|70353771|SOMI medical GmbH|10088034
317438|70009289|SELENIA ITALY|10088035
317442|70358618|Dentrade GmbH & Co.KG|10088036
317458|2676889|Boston Scientific Corporation|9912058
317460|5435169|HEALGEN SCIENTIFIC LLC|10038461
317464|70358901|GPS Digital Dental Lab|10088038
317466|5435169|HEALGEN SCIENTIFIC LLC|10038461
317468|70357917|EziDrops Ltd|10088039
317471|1139169|ANSELL HEALTHCARE PRODUCTS LLC|8020065
317475|70358737|THE INSIDES COMPANY LIMITED|10088040
317477|70358960|Zhejiang Feishen Vehicle Industry Co.,Ltd.|10088041
317480|70358966|DIZZILABS NEURO-VESTIBULAR RESEARCH & DEVELOPMENT LLC|10088042
317482|70358964|Jinhua pufeike Electric Co, Ltd|10088043
317484|70358968|Jinhua Qual-max Trading Co., Ltd|10088044
317488|70358974|Shijiazhuang Jinchen Technology Co., Ltd|10088046
317489|70355072|Axion USA|10088047
317497|2085735|GE HealthCare Technologies Inc.|9912004
317499|4185178|Invacare Corporation|1525712
317504|70358447|Westfall-Technik|10088049
317509|70357882|Phillip's Hosiery LLC|10088050
317514|70358192|Modane Laboratories, Inc.|10088051
317523|70359123|OXYGEN DEVELOPMENT CO., LTD.|10088052
317526|70355450|SingGao Precision Technology (Dongguan) Co., Ltd|10088053
317527|70359126|Endo Direct, LLC|10088054
317528|70357546|WHITEROSE THREADS INC.|10088055
317530|3604986|ARTHREX, INC.|1220287
317543|2835217|Covidien llc|1282497
317550|70359284|Weidian Trade (Shanghai) Co., Ltd.|10088057
317562|70359156|Ningbo HicRen Biotechnology Co., Ltd.|10088059
317565|70359352|Dipac Verpakkingen B.V.|10088061
317566|70359353|MQT Innovations, Inc|10088062
317568|70359356|Xiamen KaiSheng Medical Instrument Co.,Ltd|10088063
317569|70358158|eBio Technology Inc.|10088064
317575|3556799|CG Bio Co., Ltd.|10040923
317577|70340759|SUI CHENG LIMITED|10087781
317580|70318036|Roncadelle Operations srl|10087104
317582|70359440|Carlisle and Cole Medical Devices|10088068
317583|70359228|Iterative Health|10088067
317584|70236748|CartiHeal Ltd.|10085772
317587|70359456|VisionVentions, LLC|10088069
317588|70357679|FetTech|10088070
317595|2496918|STRYKER CORP.|1811755
317598|70340839|Beta Bionics, Inc.|10088071
317601|70359530|DANNIEL KNITTING S.A.C.|10088073
317603|70359268|True Classic Tees LLC|10088074
317608|70359568|Charming World Inc.|10088076
317609|70359574|MRGLOVZ.COM|10088077
317617|70359201|BRILL ENGINES SL|10088079
317627|70359571|Simple Medical (Shenzhen) Limited|10088081
317638|70359660|FISBOL INTERNATIONAL S.A.|10088083
317642|16167205|Healthy Solutions, LLC|10088084
317652|69843941|GetSet Surgical|10080537
317654|70358027|Amazing Brace, LLC|10088086
317656|70359781|Imagoworks Inc.|10088087
317662|70352597|Hangzhou Sun-Tech Import & Export Co., Ltd|10088089
317664|70359834|YI JIE(FUJIAN)ELECTRONICS TECHNOLOGY CO.,LTD|10088090
317666|70359826|Kyowa Industrial Co., Ltd.|10088092
317668|70359838|YONGKANG FUXINKANG TECHNOLOGY CO.,LTD.|10088091
317678|70359450|Spes Medica S.p.A|10088094
317683|70359627|CREATIVE ARTS DENTAL & AESTHETIC L.L.C|10088096
317686|2677474|INFAB, LLC|2024351
317689|69365645|Leafael LLC|10088097
317693|70191872|VIzaramed, Inc.|10088098
317695|70360000|Guangzhou Mingyan Biotechnology Co.,Ltd|10088099
317700|70359946|Apical Industries Inc.|10088102
317704|20749036|Mardav Solutions Ltd|10052345
317706|70358847|M&M Qualtech|10088103
317714|70359696|Organicell Regenerative Medicine Inc|10088106
317722|70357720|Tempus AI, Inc.|10088107
317725|4165181|iRhythm Technologies, Inc.|10026250
317731|70360232|APOQLAR GMBH|10088109
317735|70360062|SiVantage, Inc.|10088110
317736|11626533|SunMed Group Holdings, LLC dba AirLife|10044795
317737|17947920|Acera Surgical, Inc.|10051479
317738|11626533|SunMed Group Holdings, LLC dba AirLife|10044795
317739|11626533|SunMed Group Holdings, LLC dba AirLife|10044795
317741|11369243|Treasure Baby Toys (Dongguan) Limited|10044497
317747|2062260|YOUNGER MFG. CO. dba YOUNGER OPTICS|2020853
317749|2062260|YOUNGER MFG. CO. dba YOUNGER OPTICS|2020853
317751|2062260|YOUNGER MFG. CO. dba YOUNGER OPTICS|2020853
317753|70359483|Shenzhen Dongjiang Technology Co., Ltd|10088111
317774|3235987|MASIMO CORPORATION|9031881
317775|70359798|Swing Therapeutics|10088114
317782|70308605|Summa Therapeutics, LLC|10088115
317784|70358281|OLYLIFE INTERNATIONAL SDN BHD|10088116
317790|70360430|KDF U.S., Inc.|10088118
317800|21318903|Polimeros Formula de Tecate, SA de CV|10054378
317807|70360400|Shanghai Xinyonghang Internation Trade Co., Ltd.|10088121
317810|70360315|PHARMAPHD II, LLC|10088122
317812|70357837|S.I.C.O.|10088124
317817|69662902|HEXACATH|10088125
317820|70360301|Liberty Global, LLC|10088126
317821|70359199|Enterra Medical, Inc.|10088127
317823|70360153|StaClear, Inc.|10088128
317833|70358755|AOMI PRECISION CO. LTD.|10088131
317863|70360106|123 SEE|10088135
